43.05527688,-76.10625021
43.05528869,-76.10625174
43.0592969,-76.13453367
43.06750272,-76.12998478
43.05484812,-76.11639076
43.05443938,-76.12150262
43.05535118,-76.10697147
43.04437858,-76.1245312
43.05657161,-76.10024013
43.05596813,-76.10718725
43.05602372,-76.10750795
43.0558379,-76.10906661
43.0558379,-76.10906661
43.05539241,-76.1085534
43.05482692,-76.11028877
43.0545341,-76.1029472
43.0520621,-76.11291625
43.0520667,-76.11297572
43.05241073,-76.11207372
43.05235664,-76.1121746
43.05237673,-76.11215942
43.05235769,-76.11213139
43.05235789,-76.1121322
43.04968769,-76.18098466
43.05236261,-76.11219877
43.05236261,-76.11226641
43.07403089,-76.14249993
43.07404119,-76.14249876
43.07400411,-76.14255167
43.07404421,-76.14256596
43.07405313,-76.1425267
43.07403542,-76.14251475
43.07408489,-76.14250128
43.07407269,-76.14249292
43.0740927,-76.14251978
43.07410589,-76.14249948
43.07407439,-76.14249777
43.07411961,-76.14252796
43.07411744,-76.1425329
43.0827772,-76.14944948
43.08276513,-76.14952862
43.07721938,-76.15765226
43.07181068,-76.16183168
43.07195774,-76.16177778
43.0718282,-76.16176718
43.07185819,-76.16178146
43.07193169,-76.16176062
43.0719914,-76.16171768
43.07203412,-76.16175173
43.03184909,-76.19299028
43.05566461,-76.1072981
43.03372464,-76.15707429
43.07255463,-76.16126861
43.0724896,-76.16135476
43.07245922,-76.16137318
43.07241492,-76.16142213
43.07238894,-76.16146013
43.0723516,-76.16151197
43.07235219,-76.16148493
43.07232371,-76.16147262
43.07233913,-76.16150316
43.0723474,-76.16154161
43.07230724,-76.16155095
43.07227574,-76.16153272
43.07224319,-76.16159928
43.07219411,-76.16165668
43.07221071,-76.16160961
43.07203813,-76.16165992
43.0718641,-76.16163611
43.07187269,-76.16169378
43.07225264,-76.16140345
43.07389538,-76.16016692
43.07406094,-76.16008095
43.07408693,-76.16003945
43.07443523,-76.15977516
43.0746086,-76.15967778
43.07460742,-76.15963242
43.07487993,-76.15941664
43.07506314,-76.15941718
43.0750779,-76.15938817
43.0752577,-76.15915613
43.06486212,-76.14544021
43.03922711,-76.11914292
43.06499023,-76.14557343
43.06504089,-76.14586277
43.03989588,-76.12169441
43.03993843,-76.12167662
43.05605372,-76.10751693
43.04531889,-76.12840411
43.04536458,-76.12842073
43.04528291,-76.12838371
43.04529841,-76.1284536
43.04531672,-76.1284421
43.0453034,-76.12847211
43.04539544,-76.12854721
43.04529059,-76.12865815
43.04532992,-76.12870846
43.04534121,-76.12870612
43.04535309,-76.12874493
43.04536471,-76.12871394
43.05602818,-76.10834095
43.04536058,-76.12871214
43.04537043,-76.12869013
43.04536189,-76.1286639
43.05596924,-76.10836009
43.04412208,-76.12960372
43.04415372,-76.13011863
43.04415871,-76.13014028
43.0441484,-76.13020325
43.0441507,-76.13017639
43.04416843,-76.1317161
43.04416409,-76.13290125
43.04417972,-76.13516725
43.04424622,-76.13517624
43.0442734,-76.13512674
43.04415989,-76.13507059
43.04415923,-76.1350467
43.04415661,-76.13502128
43.03355313,-76.15717993
43.03349711,-76.15700898
43.03355641,-76.15693164
43.03361288,-76.15684818
43.03357013,-76.15677847
43.0474729,-76.15343072
43.03362417,-76.15663896
43.0474194,-76.15348112
43.04748642,-76.15346019
43.04738592,-76.15338994
43.03206972,-76.15303618
43.0320386,-76.15306277
43.03205344,-76.15301273
43.04733162,-76.15339344
43.03197122,-76.15312565
43.0319137,-76.15315215
43.03190622,-76.15322025
43.03191088,-76.15319644
43.04738421,-76.15339128
43.03185342,-76.15356574
43.03180818,-76.15326992
43.03184443,-76.15329876
43.03186288,-76.1532489
43.03189459,-76.15320066
43.03197792,-76.15311047
43.03196788,-76.15310122
43.03200662,-76.15287493
43.03219691,-76.15216293
43.03217662,-76.15211595
43.03227019,-76.15189891
43.03224609,-76.15179893
43.03237959,-76.15161675
43.03252339,-76.15121628
43.03254408,-76.15119796
43.0325402,-76.15114765
43.03261138,-76.15104722
43.02652688,-76.13931747
43.03270272,-76.14996511
43.03267967,-76.14990762
43.03274113,-76.14989819
43.02607822,-76.1423182
43.02605668,-76.14237012
43.03270738,-76.14984114
43.02602463,-76.14237965
43.03280588,-76.14959168
43.02600493,-76.14237695
43.02595193,-76.14301763
43.02594543,-76.1435197
43.02584219,-76.14447991
43.02583661,-76.14448422
43.02049661,-76.16170376
43.02039159,-76.16167627
43.02042568,-76.16168714
43.02041812,-76.16166917
43.02032519,-76.16166818
43.06588573,-76.16370215
43.06564461,-76.16307629
43.06563864,-76.16306875
